Filename,t1,t1_error,A,A_error,y0,y0_error,R_squared,Iterations,Time_min,Time_max
ZE15_1000_Ag_as.csv,31.7913998890258,0.882580017163859,-0.0302855183991023,2120.68424604201,0.0286814045483142,0.000316694037101074,0.9797658303822457,5.0,0.0,74.75
ZE15_1000_as.csv,15.1190192863739,0.544111007193927,-0.0277635185844555,3041.15540582333,0.0359840788200195,0.000354584034094928,0.9808197836504098,5.0,2.0,40.0
ZE15_250_Ag_as.csv,21.8140328638747,0.445731308863511,-0.0290501563979919,3717.06207758868,0.0293880445259337,0.000171354815733441,0.9814629162483148,3.0,0.0,74.75
ZE15_500_Ag_as.csv,27.3513060630527,0.715100253290275,-0.0280743764527088,-1.23456789e-300,0.0264525116478144,0.000235011934772941,0.9775783099625178,5.0,0.0,74.75
ZE16_1000_Ag_as.csv,41.1630314157777,0.757524617634035,-0.0524712781281239,-1.23456789e-300,0.0505075673467833,0.000350715998236826,0.990408280724537,5.0,0.0,89.69999999999999
ZE16_1000_as.csv,49.8844420191719,1.24018875747098,-0.044070534210974,2159.62283320569,0.0424744548360654,0.00046274448508065404,0.9873340590122468,4.0,0.0,89.69999999999999
ZE16_250_Ag_as.csv,56.6337930116795,1.42613594782343,-0.0315350012115916,2224.52249710084,0.0307332729439557,0.00030220594572634603,0.977454519627088,5.0,0.0,119.6
ZE16_500_Ag_as.csv,61.3119678061552,1.70010534565633,-0.0397505253446081,-1.23456789e-300,0.0445261325144595,0.00043428458445915404,0.9760594591025678,6.0,0.0,119.6
ZE17_1000_Ag_as.csv,52.8734441101526,0.858618066940949,-0.0655730537190352,-1.23456789e-300,0.0679381784247886,0.00044048780572747203,0.9925262097585899,5.0,0.0,104.64999999999999
ZE17_1000_as.csv,60.6689887852909,0.806288971986487,-0.0684981165598065,7295.31567232312,0.0704376947693467,0.000368467090134245,0.9942980166288993,5.0,0.0,119.6
ZE17_250_Ag_as.csv,62.4758024782757,2.04053048837055,-0.0253377117663855,-1.23456789e-300,0.051324257703229,0.00041786121997469596,0.977627623851375,4.0,14.95,119.6
ZE17_500_Ag_as.csv,104.288436534027,3.61215921490227,-0.0578644605610649,-1.23456789e-300,0.0818124575486963,0.00132415721013554,0.9900852668248781,5.0,14.95,119.6
ZE18_1000_Ag_as.csv,24.046271553191,0.421582452108793,-0.0621081466863563,6303.58051907826,0.0637355085126915,0.000369870360543535,0.9928418862950685,5.0,0.0,59.8
ZE18_1000_as.csv,54.6725524865488,0.871669582891826,-0.0576583014058717,2273.79507657481,0.0571887983108453,0.00034803017992978005,0.9903064427842818,5.0,0.0,119.6
ZE18_250_Ag_as.csv,28.0565727533841,0.547837463566222,-0.0441898946952593,3920.84260629131,0.0464144338875618,0.00023690907606290298,0.9813108688587582,5.0,0.0,89.69999999999999
ZE18_500_Ag_as.csv,58.6398061730287,1.12239662416788,-0.0429205196376115,2581.55562637154,0.073567694613014,0.00039103945762623,0.9913009288214711,5.0,14.95,119.6
ZE19_1000_Ag_as.csv,111.755059726172,2.00224351442759,-0.119522366009824,1755.76803002886,0.152131682886118,0.00143704635333935,0.9976580210500012,5.0,14.95,119.6
ZE19_1000_as.csv,93.7226653517171,1.93890798787757,-0.0882946046440254,1780.97904762326,0.0970856192357216,0.000995881756655394,0.9936128718167443,6.0,0.0,119.6
ZE19_250_Ag_as.csv,134.7990561998,8.14772223655395,-0.0498796239826041,2248.3185829546,0.0683537166313841,0.0020877792681595,0.9817395973942422,5.0,14.95,119.6
ZE19_500_Ag_as.csv,139.331668627952,5.79441953366202,-0.0825176526496949,2488.23816565852,0.108694887587572,0.00247666552764173,0.9918111359151243,6.0,14.95,119.6
ZE20_1000_Ag_as.csv,17.963417298554,0.362360094206796,-0.0590298603683043,3088.3095126725,0.0723035009242093,0.000487727934973876,0.995330567822183,4.0,2.0,40.0
ZE20_1000_as.csv,18.754537808886,0.26452750115663,-0.0649246385184307,27741.6321017451,0.0671533414970128,0.000258945735471116,0.9934373341323679,6.0,0.0,59.8
ZE20_250_Ag_as.csv,43.8529657550591,0.593203076645919,-0.0602520777238232,-1.23456789e-300,0.0639906274668035,0.00025066419516293,0.9902378120813944,5.0,0.0,119.6
ZE20_500_Ag_as.csv,51.4390031302366,0.828311855621085,-0.0455178849651355,-1.23456789e-300,0.0768287036494512,0.000314766719257129,0.9923093821275525,4.0,14.95,119.6
ZE21_1000_Ag_as.csv,20.5715669304506,0.801914773127184,-0.0355939967011466,-1.23456789e-300,0.0474825000600393,0.0006330928868739509,0.9862165284501792,4.0,2.0,40.0
ZE21_1000_as.csv,23.3743420026271,0.624715730159202,-0.0310712492838619,-1.23456789e-300,0.0310708637196029,0.000291435508861673,0.982819209975488,4.0,0.0,59.8
ZE21_250_Ag_as.csv,148.004163872314,13.4768732825595,-0.0338859984460352,2021.95623136955,0.0694854427606023,0.00286875671985046,0.9660103390848782,8.0,14.95,119.6
ZE21_500_Ag_as.csv,21.0286011400009,0.569810349184374,-0.0400792701415387,4435.39986148913,0.043190913018415,0.00032925392380534803,0.979504272194431,6.0,0.0,59.8
ZE22_1000_Ag_as.csv,64.7064486165969,1.25957148446193,-0.052752815330182,-1.23456789e-300,0.0846254225478162,0.0005172859440049739,0.9924165148823331,5.0,14.95,119.6
ZE22_1000_as.csv,55.9650032002248,0.751986098506476,-0.0893358162492038,3062.95518329528,0.0911549047351853,0.000508680201201457,0.9953372007614871,4.0,0.0,104.64999999999999
ZE22_250_Ag_as.csv,39.7723702196131,0.735483989347446,-0.0544882017859704,4483.54493238255,0.0564409611668405,0.000380196155776572,0.9897751262137124,5.0,0.0,89.69999999999999
ZE22_500_Ag_as.csv,67.799775662539,1.68944022960359,-0.0433328217198156,-1.23456789e-300,0.0710730553512473,0.000555990828789952,0.9886083677244946,5.0,14.95,119.6
ZE23_1000_Ag_as.csv,39.3659958953424,0.766298608427479,-0.0598842495642661,-1.23456789e-300,0.0621221638585734,0.00038607491663446904,0.9884993942158367,6.0,0.0,89.69999999999999
ZE23_1000_as.csv,39.1462733092772,0.714724220231209,-0.0570276946751278,-1.23456789e-300,0.0565776502798807,0.000375581766868042,0.9897798922807511,5.0,0.0,89.69999999999999
ZE23_250_Ag_as.csv,29.703314305346,0.725022304637841,-0.0424995385698041,2282.92107514569,0.0443200852198586,0.000343867703828521,0.9825960239066471,5.0,0.0,74.75
ZE23_500_Ag_as.csv,73.1606412841599,1.8859643864591,-0.0402993581734721,-1.23456789e-300,0.0687905040788285,0.0005785307485128591,0.9893633554149046,5.0,14.95,119.6
ZE24_1000_Ag_as.csv,26.2332058540105,1.07486675780116,-0.0407840897022783,-1.23456789e-300,0.0439436350665982,0.000780160216765905,0.9900386531743185,5.0,2.0,40.0
ZE24_1000_as.csv,24.3377978255617,0.78462967319912,-0.0250408963389708,3647.26649114941,0.0285831862045338,0.000274117053936394,0.9766214339654259,5.0,0.0,59.8
ZE24_250_Ag_as.csv,20.2302929993039,0.338349750731042,-0.0445310129532439,-1.23456789e-300,0.0485623187041414,0.00012745242196233398,0.974270656078268,7.0,0.0,104.64999999999999
ZE24_500_Ag_as.csv,21.9608694936755,0.904462036826345,-0.0382361381035818,5156.83877890459,0.052610950372443,0.0007152997388412879,0.9862511708471514,4.0,2.0,40.0
ZE25_1000_Ag_as.csv,12.712896697801,0.420834330292281,-0.0268848060586566,14630.901409952,0.0392998881342134,0.000266736109885479,0.9792659080254437,7.0,2.0,40.0
ZE25_1000_as.csv,19.2232272070889,0.554256288802981,-0.0288460248800367,-1.23456789e-300,0.0299657283279305,0.00018437372291993902,0.9584202541376561,7.0,0.0,74.75
ZE25_250_Ag_as.csv,10.2435196129687,0.356579426007034,-0.0218115633322705,-1.23456789e-300,0.0332707356292841,0.00019271783397408398,0.9703843921188046,4.0,2.0,40.0
ZE25_500_Ag_as.csv,13.7463441232642,0.378157757788169,-0.0228493393887729,12131.3447311321,0.0226448089961493,0.000135749176343811,0.9658225648784498,5.0,0.0,59.8
ZE26_1000_Ag_as.csv,17.7465545875179,0.812480647288187,-0.0249122553328789,-1.23456789e-300,0.0365609865435378,0.00044844417947711204,0.9759468884758618,6.0,2.0,40.0
ZE26_1000_as.csv,18.0897422793904,0.530083010217875,-0.0266672030525827,3181.6344809956,0.0270202589863926,0.00019846010124247303,0.9710273000217015,5.0,0.0,59.8
ZE26_250_Ag_as.csv,13.898761351218,0.289865951219935,-0.0348430429316709,-1.23456789e-300,0.0364498761363811,0.00015807111578180499,0.980265180338967,5.0,0.0,59.8
ZE26_500_Ag_as.csv,19.6526235884607,0.350817699259977,-0.0363611368088596,19302.961563997,0.0395211652318545,0.00012311467319192,0.9771993324613606,6.0,0.0,89.69999999999999
